Date,BIL,BND,BTC-USD,CWB,DBC,EEM,EMB,GLD,HYG,IGLB,IGSB,IWM,MTUM,PFF,QQQ,QUAL,SHY,SIZE,SPY,TIP,TLT,USMV,VLUE,VNQ,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2010-10-18,85.38265991210938,58.71941757202149,,23.07440757751465,24.328048706054688,36.00380325317383,63.3675651550293,134.27999877929688,44.86945724487305,32.366798400878906,41.93489456176758,59.46868133544922,,19.58965301513672,45.6466178894043,,75.48487854003906,,93.28145599365234,82.70465850830078,73.53376770019531,,,33.73995590209961,26.733354568481445,,38.93143081665039,9.435432434082031,25.221609115600582,20.16370964050293,20.526172637939453,,20.595848083496094,25.4199275970459,29.474483489990234
2010-10-19,85.36406707763672,58.80463409423828,,23.056840896606445,23.613370895385746,34.8637580871582,63.26605987548828,130.11000061035156,44.86442947387695,32.39670944213867,41.93885040283203,58.31083679199219,,19.544910430908203,45.21950912475586,,75.52063751220703,,92.05911254882812,82.74905395507812,73.97749328613281,,,33.32347869873047,26.04846954345703,,38.15764999389648,9.306791305541992,24.884906768798828,19.80616569519043,20.27593421936035,,20.634584426879883,24.942901611328125,28.940279006958008
2010-10-20,85.36406707763672,58.78335952758789,,23.132963180541992,24.173524856567383,35.41837310791016,63.232303619384766,131.32000732421875,45.00446701049805,32.767311096191406,41.95483016967773,58.906532287597656,,19.56479263305664,45.548736572265625,,75.52958679199219,,92.95814514160156,82.72686767578125,74.13756561279297,,,34.05229568481445,26.587135314941406,,38.64946365356445,9.396838188171388,25.237279891967773,19.972469329833984,20.45467185974121,,20.80245590209961,25.177377700805664,29.31337547302246
2010-10-21,85.36406707763672,58.733642578125,,23.173946380615234,23.87413024902344,35.41837310791016,63.24919509887695,129.47000122070312,44.9344482421875,32.791194915771484,41.91091537475586,58.62127685546875,,19.57473945617676,45.63772964477539,,75.53854370117188,,93.16319274902344,82.72686767578125,73.25733184814453,,,34.015560150146484,26.57944869995117,,38.62979888916016,9.396838188171388,25.440868377685547,19.98910140991211,20.526172637939453,,20.71206283569336,25.242055892944336,29.48296546936035
2010-10-22,85.38265991210938,58.6981201171875,,23.19153594970703,24.07694435119629,35.45689010620117,63.36190414428711,129.72999572753906,45.13950729370117,32.791194915771484,41.9268913269043,58.99882888793945,,19.649328231811523,45.94915390014648,,75.52063751220703,,93.33667755126952,82.74905395507812,73.75202941894531,,,34.03392028808594,26.38706398010254,,38.885536193847656,9.390406608581545,25.43303298950196,20.04730224609375,20.59764862060547,,20.57647705078125,25.250144958496094,29.6440658569336
2010-10-25,85.36406707763672,58.733642578125,,23.250089645385746,24.20249557495117,35.8420295715332,63.74523162841797,130.85000610351562,45.314544677734375,32.719482421875,41.88698196411133,59.3512077331543,,19.63441467285156,46.17159652709961,,75.53854370117188,,93.61273956298828,83.00070190429688,73.96296691894531,,,34.09516906738281,26.95650863647461,,38.990455627441406,9.358245849609377,25.5191707611084,20.10550880432129,20.647708892822266,,20.53128242492676,25.387596130371094,29.83062171936035
2010-10-26,85.38265991210938,58.57021713256836,,23.27937698364257,24.328048706054688,35.81122589111328,63.655086517333984,130.8800048828125,45.38455581665039,32.5162467956543,41.90293884277344,59.30927276611328,,19.65928077697754,46.296173095703125,,75.467041015625,,93.62849426269533,82.54924011230469,72.82086181640625,,,33.85018539428711,26.794919967651367,,39.06914520263672,9.371110916137695,25.40171432495117,20.155397415161133,20.533313751220703,,20.47962760925293,25.314821243286133,29.95781517028809
2010-10-27,85.38265991210938,58.44940185546875,,23.37307357788086,24.25078773498535,35.20269775390625,63.44650268554688,129.52000427246094,45.33452987670898,32.474422454833984,41.90691375732422,59.15822982788086,,19.624475479125977,46.43852615356445,,75.43120574951172,,93.36033630371094,82.03856658935547,72.18062591552734,,,33.61133575439453,26.548662185668945,,38.90521240234375,9.37754249572754,25.213790893554688,20.213605880737305,20.426069259643555,,20.395702362060547,25.16120147705078,29.77126121520996
2010-10-28,85.36406707763672,58.64835739135742,,23.419937133789062,24.3763370513916,35.42607116699219,63.50284576416016,131.24000549316406,45.35955047607422,32.534183502197266,41.95880508422852,58.79747772216797,,19.67420768737793,46.53639602661133,,75.52958679199219,,93.3761215209961,82.33462524414062,72.3770523071289,,,33.40309524536133,26.56405258178711,,38.81996536254883,9.37754249572754,25.158979415893555,20.213605880737305,20.49756622314453,,20.44734764099121,25.30673789978028,29.90692138671875
2010-10-29,85.38265991210938,58.75492858886719,,23.4609375,24.31839179992676,35.52621841430664,63.71145248413086,132.6199951171875,45.3795280456543,32.41464614868164,41.99072647094727,58.9820671081543,,19.69907569885254,46.42963409423828,,75.54747009277344,,93.44710540771484,82.60843658447266,73.05360412597656,,,33.40922546386719,26.77951431274414,,38.846187591552734,9.3646821975708,25.19812774658203,20.24686622619629,20.569067001342773,,20.47962760925293,25.201635360717773,29.89844512939453
2010-11-01,85.38265991210938,58.75347900390625,,23.48501968383789,24.472915649414062,35.91907501220703,63.738563537597656,131.9199981689453,45.29446792602539,32.532283782958984,42.00750732421875,58.57931518554688,,19.72757339477539,46.46523666381836,,75.58053588867188,,93.4786376953125,82.73824310302734,72.73902893066406,,,33.69707489013672,26.76412010192871,,38.8920783996582,9.3646821975708,25.19812774658203,20.263490676879883,20.483266830444336,,20.27948570251465,25.201635360717773,29.83910179138184
2010-11-02,85.34539794921875,58.8532600402832,,23.526161193847656,24.695045471191406,36.3658447265625,63.93665313720703,132.49000549316406,45.51597213745117,32.730369567871094,41.98353576660156,59.795894622802734,,19.672569274902344,46.96352005004883,,75.53589630126953,,94.21995544433594,82.93852233886719,73.69512176513672,,,33.9298095703125,27.041166305541992,,39.31833267211914,9.390406608581545,25.440868377685547,20.46305274963379,20.60481071472168,,20.518373489379883,25.44419288635254,30.17827033996582
2010-11-03,85.36406707763672,58.9173583984375,,23.58493995666504,24.81093978881836,36.58922958374024,64.25928497314453,131.57000732421875,45.66701889038086,32.62833023071289,41.99552536010742,60.03082656860352,,19.702560424804688,47.17708206176758,,75.56269836425781,,94.5985107421875,82.79019165039062,72.19171142578125,,,33.9298095703125,26.96420669555664,,39.40358352661133,9.480451583862305,25.48002052307129,20.579458236694336,20.66915512084961,,20.47962760925293,25.460355758666992,30.330888748168945
2010-11-04,85.36406707763672,59.102577209472656,,23.743621826171875,25.400066375732425,37.42115020751953,64.58746337890625,136.02999877929688,46.26107406616211,32.86841583251953,42.019474029541016,61.54937744140625,,19.81754493713379,47.75542449951172,,75.58053588867188,,96.42032623291016,82.99044799804688,72.75366973876953,,,34.713741302490234,27.84916305541992,,40.65604019165039,9.795609474182127,26.02031707763672,20.88711738586425,20.91938781738281,,20.699148178100582,25.581632614135746,30.80573844909668
2010-11-05,85.36406707763672,58.8532600402832,,24.09037208557129,25.50630187988281,37.35182189941406,64.32716369628906,136.3800048828125,46.210723876953125,32.64033889770508,42.01150894165039,61.89339447021485,,19.83256721496582,47.75542449951172,,75.51795196533203,,96.7830810546875,82.70854949951172,71.5057144165039,,,35.08732986450195,27.949201583862305,,40.85933303833008,10.020721435546877,26.17691802978516,20.870481491088867,20.812145233154297,,20.692684173583984,25.42802047729492,30.95838737487793
